text,airline
while other airlines weren t cancelled flighting flights into bos and helping their customers get home virgin was saying good luck,Virgin America
dear virgin customer while you re stranded in sf for days cost we ll do the very least we can to accommodate you,Virgin America
should use this in their next airline commercial lol,Virgin America
grouping virgin in with the others now bos weather has exposed their actual cus serv model never flight booking problems with virgin again,Virgin America
as one of the travelers affected by the boston storm i m shocked at virgin s complete apathy toward their customers,Virgin America
umm so no reason as to why this is is there someone different i should contact or contact me to get a definitive answer,Virgin America
trying to make the change in advance not just hours prior tried it online earlier and it wanted in change fees,Virgin America
so loyal that i m driving to nyc from pa to fly virgin since you cut philly flights,Virgin America
any way to change from main cabin to main cabin select on same flight without paying a change fee penalty,Virgin America
you guys are perfect as always wervirgin,Virgin America
thanks y all have some of the best customer service left in the industry,Virgin America
can you give me silver status for months,Virgin America
really wish you d fly out of fargo those fares are amazings,Virgin America
mood lighting on point reclining my seat kickin up my feet,Virgin America
my flight scheduled for pm departure still says on time but no plane at gate any update on how long of a delay,Virgin America
my group got their cancelled flightlation fees waived but i can t because my ticket is booked for your reps were no help either,Virgin America
are there any sign up bonuses to enroll in elevate,Virgin America
just got on the pm in newark home to la your folks at ewr are incredible letsgohome,Virgin America
morning if i have a question regarding elevate points flights can i dm you,Virgin America
still waiting to see dev,Virgin America
