,text,airline
447,had to spend hours worrying that items in carryon would be broken stolen since i couldn t carry them on plane or lock bag,Virgin America
448,all of group e was told there was no more room in the bins when i got on the plane was room for at least bags in my row,Virgin America
449,thanks for making my flight from lax to jfk a nightmare by forcing me to check my carry on bag at the gate,Virgin America
450,i have lots of flights to book and your site it not working i ve been on the phone waiting for over minutes,Virgin America
451,i am all about the in flight artisanal cheese and wine pairing,Virgin America
452,does virgin america fly direct from seattle to nyc or boston,Virgin America
453,that s classy,Virgin America
454,i m sure a lot of your and jfk lhr flights go a lot faster than mph with a strong tailwind,Virgin America
455,now it s just t minus minutes until my elevate a silver upgrade window opens freeneversucks,Virgin America
456,save some for tomorrow am,Virgin America
457,why is it taking years to fly home to dallas get your shit together,Virgin America
458,club virgin is bumping in new york,Virgin America
459,would have been a rough trip but luckily we were on a virginamerica flight weather,Virgin America
460,is that thestarter,Virgin America
461,please come to minneapolis st paul,Virgin America
462,yes fyi my bff,Virgin America
463,another perfect flight how come on your planes the sun visors can stay down other carriers make you raise them,Virgin America
464,nice rt the man of steel might be faster but we have wifi just saying sciencebehindtheexperience,Virgin America
465,i love the dancing little richard cool beans,Virgin America
466,i don t use passbook i still love you though i ll just use my email in the future,Virgin America
467,thanks for the free birthday points y all are all right with me,Virgin America
468,do you have an application for ios was looking and only saw virgin mexico,Virgin America
469,man of steel flies to more cities though and with more frequency too,Virgin America
470,thanks so much for sharing just added it to my site,Virgin America
471,good point,Virgin America
472,i heard he has a virgin mobile hotspot,Virgin America
473,you got cheese plate flights too,Virgin America
474,on all your flights,Virgin America
475,dad on segway is the best part of this whole infographic,Virgin America
476,are there any plans for a short haul airline in europe would defiantly fly with you guys,Virgin America
477,wifi and better seating,Virgin America
478,how come abc is the only one of the network channels you don t have,Virgin America
479,started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me,Virgin America
480,not only was it great but you return my calls the day after couldn t ask for more myvxexperience,Virgin America
481,while other airlines weren t cancelled flighting flights into bos and helping their customers get home virgin was saying good luck,Virgin America
482,dear virgin customer while you re stranded in sf for days cost we ll do the very least we can to accommodate you,Virgin America
